@RELATION tweets

@ATTRIBUTE tweet string
@ATTRIBUTE class {news,noise,relevant}


@DATA
'saí zico dengue chicungunha saí porra todo bola entra pqp',noise
'suspeito dengue sonho',relevant
'zika bebe',noise
'opaa noticia boa q zika saia vez url',noise
'zika fazer latino buscarem pílula abortivo dizer estudo temendo efeito zika vírus feto gest url',news
'porque ate agua parada bom deixar perto porque ate zika viru pego ne linda meio dificil achar algm lancin',noise
'retweet bromélia imune mosquito dengue url url',news
'serumano ficar doente dorme cedo aí wpp ficar parado água mosquito dengue',noise
'olha agenda globalista pratico novamente hj aborta supor zika amanhã aborto liberado numeral url',news
'zika vírus bicho parece cair escada sessão espancamento falar febre mancha vermelho corpo todo',noise
'retweet pasta aguarda resultado averiguar caso relação zika pai contraiu vírus durante gravidez',noise
'zika vírus gado',noise
'tá lgd zika viru funny',noise
'amazona bebê nasce microcefalia manau caso poder estar relacionado zika vírus url',news
'retweet tão fuder zika viru peguei funny',noise
'tipo zika vírus',noise
'zika viru il it really you alguém ja ver algum notícia dessa algo relativo ser veiculado url',news
'semaefazerumtwittereu morro desativo tudo falo zika vírus pc',noise
'retweet doença controlar tempo url',news
'enquanto algum atleta yeleno isinbayevo lutar direito ver olimpíada americano desistindo medo zika',noise
'retweet perdemo mosquito dengue perdendo rato',noise
'publicação dado abrir auxilia mapeamento vírus zika ministério planejamento desenvolvimento gestão url',news
'retweet investe corrupto investe grande computador brasil salvar vida pesquisar solução contra d',news
'aborto liberar dinheiro sempre sempre url',news
'culpa mulher sempre né url',noise
'retweet usar suspeito dengue',noise
'combater mosquito dengue',noise
'mae ficar dengue atendimento tbm horrível custar achar lugar fazer exame confirmar',relevant
'bebê zika',noise
'hoje participando conselho empreendedor paulo fiesp tema zika viru lá url',news
'opovo medo zika vírus atleta desiste participar olimpíada url opovo',news
'maetdo cirino zika gravidez certeza falta pedaço cérebro desse menino flamengo',noise
'tentando saber grande dia sofia falar t cruzi mosquito dengue b lamy falar chorisco invés chouriço',noise
'retweet dono encarnação sempre prevenindo mosquito zika pedaço mosquiteiro cabeça velhochico',news
'demanda aborto voa meio medo zika url url',news
'use repelente url',noise
'cuidado mosquito dengue anahitrendy kcamexico url',noise
'dor corpo gripe garganta todo fodido zika alastrando',relevant
'história olimpíada agora medo zika afasta atleta atleta assaltar passarela desabando url',noise
'tbm faltei semana fiquei suspeito dengue',relevant
'gringo dizer ir vim pro brasil causa zika viru oushe querido ngm ta pedindo voce virem ngm convidar',noise
'vírus dar belo diminuido poupe url',news
'porra mosquito dengue acabar picar pqp',relevant
'frio mosquito dengue outro peste morrer tudo aqui sul',noise
'retweet paguei zika causa fofuro',noise
'ciume funny t ver viru zika madeira',noise
'retweet operacaobetalab pesquisa usp associa vírus zika inflamação olho adulto url retweet sdv',news
'tá ter surto chikungunya aqui pai pegar',relevant
'mina zika lava pirico',noise
'rory mcilroy ir jogo olímpico causa zika url',noise
'retweet mosquito zika noil',noise
'novo artigo acesse pesquisa usp associa vírus zika inflamação olho adulto url url',news
'saber oq ta interessante quadro natural africo mosquito dengue parede',relevant
'dengue matou numeral pessoa paraná numeral novo morte confirmar caso ocorrer paranaguá url',news
'mosquito dengue picou :scream: fudeu funny',relevant
'golfista mcilroy desiste competir olimpíada medo zika url',news
'mentiroso beija ninguém zika t pegar feu',noise
'retweet pesquisa usp associa vírus zika inflamação olho adulto pesquisador faculdade medici url',news
'folha br pesquisa usp associa vírus zika inflamação olho adulto pesquisado url brasil',news
'ex wozniack bosta msm sorte mosquito ir precisar picar pessoa url',noise
'olha zico vírus pequeno problema aqui url',news
'rio poder lugar seguro contra zika nesse verão dizer cientista americano rio numeral url',news
'talvez dengue né começar chorar pro médico funny mereço',relevant
'tanto atleta desistindo ir rj causa zika ainda havero olimpíada olimpíada riodejaneiro zika',noise
'retweet om descarta cancelar mudar sede olimpíada zika segundo om medida mudaria propagação int url',news
'supercomputador desligar rj motivo falta verba conta energia olimpíada tá tudo bem zika alzheimer podem esperar',news
'mosquito dengue rato golpista',noise
'retweet zika tão grande transmissão premiere buga funny',noise
'retweet dengue numeral município goiano apenas três apresentar alto risco infestação mosquito aede aegypti janeiro',news
'vírus zika associar inflamação intraocular adulto paulo conjuntivite único tipo i url',news
'deus dor corpo poder zika chikungunha :sob:',relevant
'retweet todo notificado numeral caso doença estado secretaria saúde informar caso suspeito dengue cair numeral numeral',news
'retweet estado quase numeral mil caso notificado dengue zika chikungunya registrado numeral numeral bebês suspeito microcefalia',news
'pernambuco notifico numeral suspeito morte arboviror estado quase numeral mil caso notificado dengue zika chikungunya',news
'bem mó playboy zika baile favela villa zika',noise
'retweet pesquisador descrever bebê microcefalia problema retina cérebro causado zika url',news
'retweet brasil numeral numeral caso confirmado microcefalia numeral causado vírus zika url url',news
'número caso dengue campina cair numeral comparação numeral url',news
'dor garganta febre cólica dor coluna = largou zika',relevant
'caco zika vírus pensando seriamente desmontar guarda roupa procurar porque dizer dar numeral real achar',noise
'gostar vídeo url sala reboco paródia zika vírus',noise
'rio preto inicia fase teste vacina contra dengue começa manhã hoje unidade url notícia new',news
'om elogia atuação portugal prevenção zika url',news
'aed egiphsy tb três transmite dengue chicungunha agora zika propaganda mt mau',noise
'santo dumont usar pesquisa sobre mal alzheimer vírus zika url',news
'acredo :scream: :joy: aaron pegar zika vírus askmagcult url',relevant
'retweet morte ficha pt soma vítima dengue zika dilma fazer nada assassino url',noise
'mosquito zika picano',relevant
'funny carai igual zika viru',noise
'retweet fifth harmony medo zika vírus repassem',noise
'síndrome guillain barré novo ameaça transmitido zika vírus mae dizer verdade url',news
'pedido abortivo dobrar brasil zika dizer ong url zikaviru',news
'sera acha eh assim pego zika viru url',news
'retweet amigo niall falo ir ver pra olimpíada medo pegar zika além gringo eh fresco',noise
'cara boa:disappointed_relieved: ir haver olimpíada rio caos insegurança manifestação hospital entrando colapso dengue zika :fearful:',noise
'menos brasil ir bater algum recorde exportação doença zika dengue caxumba chicungunha url',noise
'medo zika jogador irlandês golfe desiste olimpíada atleta irlandês rory mcilroy maio url',news
'nao posso engravidar zika dois mês filho ir nascer microcefalia lk',noise
'mutiro contra dengue imaculada conceição próximo semana url',news
'bom sorte preocupa pneumonia zika foda h numeral n numeral mata rapido hiv ve',noise
'érico verissimo milleno silva chamar zika vírus',noise
'auto escola eh zika terminar amanha noturno ja colocar fazer hj agora so marcar exame noil :muscle:',relevant
'piada cada vez claro participar olimpíada grande teste qi url',noise
'atleta irlandês desiste olimpíada dever vírus zika saiba site url url',news
'astro golfe desiste olimpíada causa zika vírus url',news
'exército porta lula entregar panfleto falar sobre combater dengue zika chico cunha',news
'retweet stephen curry warriors perguntado vinha causa zika ironizar mosquito todo lugar',noise
'governo b mg b confirma segundo morte dengue cataguás url',news
'notícia aqui url cientista brasileiro faro estudo sobre efeito zika grávida url',news
'retweet noticia minuto om preparo combate zika risco alto madeira url',news
'retweet eliseu padilha numeral º ministro denunciar recebimento propina vc acha impeachment golpe url',news
'custa numeral milhão cortar orçamento numeral mil mes pagar energia preocupa cura zika url',news
'tavo zika vírus xaolin',relevant
'conhece repelente url',noise
'mito numeral prevendo novo praga humanidade ir passar tipo ebola zika vírus bom protegermo',noise
'peguei zika vírus época zika bagui bd pollo funny veranomtv numeral justin bieber',noise
'om preparo combate zika risco alto madeira url paisaominuto',news
'pois poder zika viru fazer time desistir partir novo prospecto funny',noise
'avaliação risco brasil eua iro realizar estudo grávida país zika url',news
'retweet vi mosquito aqui casa alguém sabe dizer dengue url',relevant
'matei mosquito dengue enquanto picavo peguei dengue',relevant
'tela proteção contra mosquito dengue instalar numeral casa gestante bh url url',news
'caso dengue registrar tendência dengue desde início ano numeral junho dado constar boletim epidemiológico divulgar hoje',news
'acordei dor corpo td tomaro dengue',relevant
'estudo concluir picada mosquito aede aegypti ajuda vírus zika dengue multiplicar url',news
'copa zika viru legado olimpíada',noise
'magino zika viru tado veio pro brasil curti uma feria bem epoca olimpiado veio ve um esporte agr tao matand familia',noise
'cheio pernilongo aqui nunca peguei dengue acho passa hoje',relevant
'embaixador eua brasil ver risco baixo infecção zika jogo rio url url',news
'nuvepa intensifico fumacê combater dengue guajará mirim url url url',news
'história zika tá ser desculpa perfeito tudo atleta olímpico tá fim ver pra olimpíada brasil',news
'retweet dia tenso notícia mina estrangulado passarela guri ter convulsão escola sair zika',noise
'timbeto globo nuvepa intensifico fumacê combater dengue guajará mirim url operacaobetalab sigodevolta',news
'portugal plano nacional contra zika reduzir risco epidemia público url',news
'zika poder transmitido sexualmente',news
'nuvepa intensifico fumacê combater dengue guajará mirim caso doença aumentar município segundo url',news
'microsoft apresentar projeto prevenir surto doença transmitido mosquito zika url',news
'retweet ir combater dengue chicungunha zico url',news
'governo br compra super computador numeral milhão ajudar combate alzheimer zika vírus etc numeral mil mês p liga lo',news
'ox médico descobrir c oq poder dengue zico chico',relevant
